,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
863,2014-08-13,262.01,260.31,265.64,259.61,6853404,0.0,2.32,0.13,0.35,5.5
864,2014-08-14,262.49,261.38,263.0,256.5,4066919,0.0,2.5,0.41,1.07,3.26
865,2014-08-15,261.48,262.01,262.09,258.5,3794463,0.0,1.37,0.24,0.63,3.04
866,2014-08-18,263.25,259.94,267.26,259.75,5818896,0.0,2.87,-0.79,-2.07,4.67
867,2014-08-19,258.87,256.76,259.33,251.62,5322560,0.0,2.97,-1.22,-3.18,4.27
868,2014-08-20,254.67,255.71,258.74,253.0,2995097,0.0,2.24,-0.41,-1.05,2.4
869,2014-08-21,256.52,254.34,258.8,253.26,2902108,0.0,2.17,-0.54,-1.37,2.33
870,2014-08-22,254.54,256.78,256.95,252.61,2826865,0.0,1.71,0.96,2.44,2.27
871,2014-08-25,258.19,262.55,263.68,258.19,4301652,0.0,2.14,2.25,5.77,3.45
872,2014-08-26,264.98,261.74,265.5,261.66,3802858,0.0,1.46,-0.31,-0.81,3.05
873,2014-08-27,263.5,263.25,264.24,260.29,2979817,0.0,1.51,0.58,1.51,2.39
874,2014-08-28,261.89,263.86,264.48,261.64,2829418,0.0,1.08,0.23,0.61,2.27
875,2014-08-29,268.7,269.7,272.0,267.51,6405167,0.0,1.7,2.21,5.84,5.14
876,2014-09-02,275.5,284.05,284.89,274.3,9764184,0.0,3.93,5.32,14.35,7.83
877,2014-09-03,287.67,281.19,288.0,280.1,6736348,0.0,2.78,-1.01,-2.86,5.41
878,2014-09-04,284.01,286.04,291.42,280.4,8230117,0.0,3.92,1.72,4.85,6.6
879,2014-09-05,282.55,277.39,282.9,272.51,11138515,0.0,3.63,-3.02,-8.65,8.94
880,2014-09-08,277.62,282.11,284.88,277.52,5482235,0.0,2.65,1.7,4.72,4.4
881,2014-09-09,282.99,278.48,285.49,277.0,4548604,0.0,3.01,-1.29,-3.63,3.65
882,2014-09-10,279.5,281.1,281.41,273.66,3751497,0.0,2.78,0.94,2.62,3.01
883,2014-09-11,280.46,280.31,284.79,278.63,3753109,0.0,2.19,-0.28,-0.79,3.01
884,2014-09-12,280.5,279.2,282.39,277.0,3295766,0.0,1.92,-0.4,-1.11,2.64
885,2014-09-15,274.37,253.86,274.4,249.13,16337228,0.0,9.05,-9.08,-25.34,13.11
886,2014-09-16,255.15,260.74,262.46,252.42,8294437,0.0,3.95,2.71,6.88,6.66
887,2014-09-17,262.41,261.38,264.7,259.5,5158071,0.0,1.99,0.25,0.64,4.14
888,2014-09-18,263.36,263.82,265.6,262.32,3686515,0.0,1.25,0.93,2.44,2.96
889,2014-09-19,257.99,259.29,261.43,255.27,6641796,0.0,2.33,-1.72,-4.53,5.33
890,2014-09-22,255.0,250.03,256.02,244.71,8194965,0.0,4.36,-3.57,-9.26,6.58
891,2014-09-23,245.22,250.41,253.8,245.0,5639713,0.0,3.52,0.15,0.38,4.53
892,2014-09-24,251.12,252.14,252.84,247.04,3738287,0.0,2.32,0.69,1.73,3.0
893,2014-09-25,252.52,246.95,254.96,246.1,4826788,0.0,3.51,-2.06,-5.19,3.87
894,2014-09-26,248.25,246.6,249.73,246.07,3783483,0.0,1.48,-0.14,-0.35,3.04
895,2014-09-29,244.0,245.26,248.64,241.38,4739004,0.0,2.94,-0.54,-1.34,3.8
896,2014-09-30,246.92,242.68,247.65,240.12,4206560,0.0,3.07,-1.05,-2.58,3.36
897,2014-10-01,242.2,240.28,242.66,235.65,5934245,0.0,2.89,-0.99,-2.4,4.73
898,2014-10-02,250.2,251.42,252.79,245.36,8970563,0.0,3.09,4.64,11.14,7.16
899,2014-10-03,253.06,255.21,256.5,251.03,5383874,0.0,2.18,1.51,3.79,4.29
900,2014-10-06,259.13,260.62,262.49,257.8,7691707,0.0,1.84,2.12,5.41,6.14
901,2014-10-07,258.53,259.57,261.46,255.73,4465377,0.0,2.2,-0.4,-1.05,3.56
902,2014-10-08,260.1,259.28,262.88,252.64,5042307,0.0,3.94,-0.11,-0.29,4.02
903,2014-10-09,262.25,257.01,265.54,254.4,7322278,0.0,4.3,-0.88,-2.27,5.84
904,2014-10-10,244.64,236.91,245.89,235.2,12846899,0.0,4.16,-7.82,-20.1,10.25
905,2014-10-13,238.57,224.56,238.96,221.0,11205400,0.0,7.58,-5.21,-12.35,8.94
906,2014-10-14,228.25,227.06,232.47,223.0,7088520,0.0,4.22,1.11,2.5,5.65
907,2014-10-15,220.0,229.7,230.99,217.32,9009427,0.0,6.02,1.16,2.64,7.19
908,2014-10-16,219.72,226.35,229.92,219.1,5385746,0.0,4.71,-1.46,-3.35,4.3
909,2014-10-17,233.38,227.48,234.77,226.55,5654978,0.0,3.63,0.5,1.13,4.51
910,2014-10-20,226.72,230.47,232.4,225.51,3484740,0.0,3.03,1.31,2.99,2.78
911,2014-10-21,234.27,235.34,235.39,230.8,3995178,0.0,1.99,2.11,4.87,3.19
912,2014-10-22,233.19,231.1,237.39,230.56,4111296,0.0,2.9,-1.8,-4.24,3.28
913,2014-10-23,234.65,235.29,236.28,232.0,3483681,0.0,1.85,1.81,4.19,2.78
914,2014-10-24,236.27,235.24,237.8,231.2,3444180,0.0,2.81,-0.02,-0.05,2.75
915,2014-10-27,234.25,221.67,234.61,220.31,9507599,0.0,6.08,-5.77,-13.57,7.58
916,2014-10-28,229.6,242.77,244.6,228.25,10404714,0.0,7.38,9.52,21.1,8.3
917,2014-10-29,241.13,238.1,241.5,235.64,4953648,0.0,2.41,-1.92,-4.67,3.95
918,2014-10-30,238.14,238.66,240.5,235.06,3222447,0.0,2.28,0.24,0.56,2.57
919,2014-10-31,242.51,241.7,243.12,238.75,3743623,0.0,1.83,1.27,3.04,2.99
920,2014-11-03,243.0,242.59,247.56,241.32,4197089,0.0,2.58,0.37,0.89,3.35
921,2014-11-04,240.49,238.93,242.35,236.53,3666909,0.0,2.4,-1.51,-3.66,2.92
922,2014-11-05,241.0,230.97,241.36,230.53,7133544,0.0,4.53,-3.33,-7.96,5.69
923,2014-11-06,234.49,241.18,246.69,228.5,15310002,0.0,7.88,4.42,10.21,12.21
924,2014-11-07,242.19,240.2,242.84,237.2,5091370,0.0,2.34,-0.41,-0.98,4.06
925,2014-11-10,239.11,241.93,242.88,236.8,4558848,0.0,2.53,0.72,1.73,3.64
926,2014-11-11,242.55,251.08,251.82,242.0,7943162,0.0,4.06,3.78,9.15,6.34
927,2014-11-12,249.72,249.1,252.34,245.58,5853979,0.0,2.69,-0.79,-1.98,4.67
928,2014-11-13,250.62,251.7,255.75,250.25,6184260,0.0,2.21,1.04,2.6,4.93
929,2014-11-14,250.0,258.68,258.85,248.5,6084584,0.0,4.11,2.77,6.98,4.85
930,2014-11-17,257.49,253.98,259.0,252.02,4011335,0.0,2.7,-1.82,-4.7,3.2
931,2014-11-18,255.86,257.7,259.99,255.51,4461965,0.0,1.76,1.46,3.72,3.56
932,2014-11-19,250.61,247.74,251.88,245.6,7906178,0.0,2.44,-3.86,-9.96,6.31
933,2014-11-20,247.95,248.71,250.93,246.0,3578803,0.0,1.99,0.39,0.97,2.85
934,2014-11-21,252.21,242.78,252.78,242.17,7420652,0.0,4.27,-2.38,-5.93,5.92
935,2014-11-24,245.2,246.72,247.6,240.64,4764566,0.0,2.87,1.62,3.94,3.8
936,2014-11-25,247.35,248.09,249.72,246.09,3130879,0.0,1.47,0.56,1.37,2.5
937,2014-11-26,248.34,248.44,249.0,246.6,1974090,0.0,0.97,0.14,0.35,1.57
938,2014-11-28,245.35,244.52,246.69,242.52,2119588,0.0,1.68,-1.58,-3.92,1.69
939,2014-12-01,241.16,231.58,242.47,229.01,8591619,0.0,5.5,-5.29,-12.94,6.85
940,2014-12-02,234.57,231.36,234.88,228.0,5867343,0.0,2.97,-0.1,-0.22,4.68
941,2014-12-03,226.25,229.3,229.72,225.5,5276842,0.0,1.82,-0.89,-2.06,4.21
942,2014-12-04,228.6,228.28,230.9,227.81,3851792,0.0,1.35,-0.44,-1.02,3.07
943,2014-12-05,228.67,223.71,229.39,222.26,6052976,0.0,3.12,-2.0,-4.57,4.83
944,2014-12-08,221.54,214.36,224.86,212.34,9202628,0.0,5.6,-4.18,-9.35,7.34
945,2014-12-09,209.34,216.89,217.73,204.27,9349119,0.0,6.28,1.18,2.53,7.46
946,2014-12-10,214.13,209.84,216.77,207.7,7297100,0.0,4.18,-3.25,-7.05,5.82
947,2014-12-11,210.53,208.83,215.43,208.23,6679347,0.0,3.43,-0.48,-1.01,5.33
948,2014-12-12,204.82,207.13,211.68,204.5,7136016,0.0,3.44,-0.81,-1.7,5.69
949,2014-12-15,209.29,203.97,209.8,202.67,5190949,0.0,3.44,-1.53,-3.16,4.14
950,2014-12-16,200.89,197.89,203.68,195.37,8401880,0.0,4.07,-2.98,-6.08,6.7
951,2014-12-17,193.06,205.97,206.65,192.65,7330666,0.0,7.07,4.08,8.08,5.85
952,2014-12-18,212.38,218.26,218.44,211.8,7449633,0.0,3.22,5.97,12.29,5.94
953,2014-12-19,220.19,219.2,220.4,214.5,6864049,0.0,2.7,0.43,0.94,5.47
954,2014-12-22,220.0,222.6,224.06,218.26,4798637,0.0,2.65,1.55,3.4,3.83
955,2014-12-23,223.81,221.02,224.31,219.52,4500455,0.0,2.15,-0.71,-1.58,3.59
956,2014-12-24,219.77,222.26,222.5,219.25,1333217,0.0,1.47,0.56,1.24,1.06
957,2014-12-26,221.51,227.82,228.5,221.5,3295069,0.0,3.15,2.5,5.56,2.63
958,2014-12-29,226.9,225.71,227.91,224.02,2802336,0.0,1.71,-0.93,-2.11,2.24
959,2014-12-30,223.99,222.23,225.65,221.4,2348995,0.0,1.88,-1.54,-3.48,1.87
960,2014-12-31,223.09,222.33,225.68,222.25,2293928,0.0,1.54,0.04,0.1,1.83
961,2015-01-02,222.87,219.27,223.25,213.26,4747307,0.0,4.49,-1.38,-3.06,3.78
962,2015-01-05,214.55,210.09,216.5,207.16,5346764,0.0,4.26,-4.19,-9.18,4.25
963,2015-01-06,210.06,211.28,214.2,204.21,6241607,0.0,4.76,0.57,1.19,4.97
964,2015-01-07,213.35,210.95,214.78,209.78,2959912,0.0,2.37,-0.16,-0.33,2.35
965,2015-01-08,212.81,210.61,213.8,210.01,3428344,0.0,1.8,-0.16,-0.34,2.73
966,2015-01-09,208.92,206.66,209.98,204.96,4586435,0.0,2.38,-1.88,-3.95,3.65
967,2015-01-12,203.05,202.21,204.47,199.25,5940887,0.0,2.53,-2.15,-4.45,4.73
968,2015-01-13,203.32,204.39,207.61,200.91,3895608,0.0,3.31,1.08,2.18,3.1
969,2015-01-14,185.83,192.69,195.2,185.0,11503114,0.0,4.99,-5.72,-11.7,9.15
970,2015-01-15,194.49,191.87,195.75,190.0,5200212,0.0,2.98,-0.43,-0.82,4.14
971,2015-01-16,190.7,193.07,194.49,189.65,3584994,0.0,2.52,0.63,1.2,2.85
972,2015-01-20,193.87,191.93,194.12,187.04,4488622,0.0,3.67,-0.59,-1.14,3.57
973,2015-01-21,189.55,196.03,197.19,189.51,2118551,0.0,4.0,2.14,4.1,1.69
974,2015-01-22,197.0,201.62,203.24,195.2,4092484,0.0,4.1,2.85,5.59,3.26
975,2015-01-23,200.29,201.29,203.5,198.33,3438021,0.0,2.56,-0.16,-0.33,2.74
976,2015-01-26,201.83,206.55,208.62,201.05,3223931,0.0,3.76,2.61,5.26,2.57
977,2015-01-27,204.42,206.05,208.03,203.3,2767327,0.0,2.29,-0.24,-0.5,2.2
978,2015-01-28,206.11,199.22,206.36,198.42,3128081,0.0,3.85,-3.31,-6.83,2.49
979,2015-01-29,201.07,205.2,205.98,196.5,3534281,0.0,4.76,3.0,5.98,2.81
980,2015-01-30,203.96,203.6,207.47,203.0,2987088,0.0,2.18,-0.78,-1.6,2.38
981,2015-02-02,203.97,210.94,211.95,203.3,4132416,0.0,4.25,3.61,7.34,3.29
982,2015-02-03,213.22,218.36,220.37,211.27,4810322,0.0,4.31,3.52,7.42,3.82
983,2015-02-04,218.29,218.55,221.48,216.8,3296115,0.0,2.14,0.09,0.19,2.62
984,2015-02-05,219.88,220.99,225.48,219.63,3514242,0.0,2.68,1.12,2.44,2.79
985,2015-02-06,222.0,217.36,223.4,216.5,3232452,0.0,3.12,-1.64,-3.63,2.57
986,2015-02-09,215.38,217.48,217.93,211.99,3467252,0.0,2.73,0.06,0.12,2.76
987,2015-02-10,217.55,216.29,220.5,215.0,5312632,0.0,2.53,-0.55,-1.19,4.22
988,2015-02-11,212.21,212.8,214.74,207.28,8560795,0.0,3.45,-1.61,-3.49,6.81
989,2015-02-12,193.57,202.99,203.08,193.28,15611295,0.0,4.61,-4.61,-9.81,12.41
990,2015-02-13,202.9,203.77,205.99,200.91,5992230,0.0,2.5,0.38,0.78,4.76
991,2015-02-17,205.7,204.35,205.7,201.5,3959755,0.0,2.06,0.28,0.58,3.15
992,2015-02-18,204.17,204.46,206.17,202.6,2687699,0.0,1.75,0.05,0.11,2.14
993,2015-02-19,205.0,211.7,212.44,203.75,5132258,0.0,4.25,3.54,7.24,4.08
994,2015-02-20,210.78,217.11,217.6,209.81,5967796,0.0,3.68,2.56,5.41,4.75
995,2015-02-23,215.66,207.33,218.2,206.33,8481251,0.0,5.47,-4.5,-9.78,6.74
996,2015-02-24,207.29,204.05,207.29,201.7,6577021,0.0,2.7,-1.58,-3.28,5.23
997,2015-02-25,204.94,203.76,207.14,202.58,3903934,0.0,2.23,-0.14,-0.29,3.1
998,2015-02-26,204.0,207.19,211.09,202.22,6466169,0.0,4.35,1.68,3.43,5.14
999,2015-02-27,206.9,203.45,208.55,202.8,3853596,0.0,2.78,-1.81,-3.74,3.06
1000,2015-03-02,202.7,197.32,203.34,195.82,7757181,0.0,3.7,-3.01,-6.13,6.17
1001,2015-03-03,196.81,199.56,200.24,195.32,4422666,0.0,2.49,1.14,2.24,3.52
1002,2015-03-04,199.25,202.43,202.52,197.21,4211624,0.0,2.66,1.44,2.87,3.35
1003,2015-03-05,202.85,200.63,206.19,200.15,4857484,0.0,2.98,-0.89,-1.8,3.86
1004,2015-03-06,199.21,193.88,200.75,192.15,6676930,0.0,4.29,-3.36,-6.75,5.31
1005,2015-03-09,194.39,190.88,194.49,188.25,6717122,0.0,3.22,-1.55,-3.0,5.34
1006,2015-03-10,188.46,190.36,193.5,187.6,5448633,0.0,3.09,-0.27,-0.52,4.33
1007,2015-03-11,191.15,193.74,196.18,191.01,4944821,0.0,2.72,1.78,3.38,3.93
1008,2015-03-12,193.75,191.07,194.45,189.75,4122786,0.0,2.43,-1.38,-2.67,3.28
1009,2015-03-13,188.95,188.68,191.75,187.32,5377906,0.0,2.32,-1.25,-2.39,4.28
1010,2015-03-16,192.0,195.7,195.91,189.8,5608407,0.0,3.24,3.72,7.02,4.46
1011,2015-03-17,195.43,194.73,198.71,193.94,4881582,0.0,2.44,-0.5,-0.97,3.88
1012,2015-03-18,194.96,200.71,200.88,193.11,4718328,0.0,3.99,3.07,5.98,3.75
1013,2015-03-19,202.0,195.65,204.59,194.53,8456326,0.0,5.01,-2.52,-5.06,6.72
1014,2015-03-20,197.45,198.17,198.99,195.62,4216024,0.0,1.72,1.29,2.52,3.35
1015,2015-03-23,198.5,199.63,200.5,197.47,2619774,0.0,1.53,0.74,1.46,2.08
1016,2015-03-24,201.58,201.72,203.79,199.75,3639155,0.0,2.02,1.05,2.09,2.89
1017,2015-03-25,198.27,194.31,198.59,192.7,5650264,0.0,2.92,-3.67,-7.41,4.49
1018,2015-03-26,193.92,190.41,194.79,189.7,4011377,0.0,2.62,-2.01,-3.9,3.19
1019,2015-03-27,189.07,185.0,189.29,181.4,8522574,0.0,4.14,-2.84,-5.41,6.78
1020,2015-03-30,185.85,190.56,192.25,181.8,9900861,0.0,5.65,3.01,5.56,7.87
1021,2015-03-31,193.53,188.82,193.76,188.41,4899175,0.0,2.81,-0.91,-1.74,3.88
1022,2015-04-01,188.7,187.6,192.3,186.05,3782562,0.0,3.31,-0.65,-1.22,2.99
1023,2015-04-02,190.23,191.0,193.23,190.0,4985941,0.0,1.72,1.81,3.4,3.95
1024,2015-04-06,198.0,203.1,207.75,197.5,12358508,0.0,5.37,6.34,12.1,9.78
1025,2015-04-07,202.51,203.25,205.06,201.14,4332345,0.0,1.93,0.07,0.15,3.43
1026,2015-04-08,208.2,207.67,210.9,205.87,6270467,0.0,2.47,2.17,4.42,4.96
1027,2015-04-09,208.43,210.09,210.37,206.12,3771539,0.0,2.05,1.17,2.42,2.98
1028,2015-04-10,209.85,210.9,211.65,209.0,4006957,0.0,1.26,0.39,0.81,3.17
1029,2015-04-13,210.43,209.78,213.0,209.05,3756428,0.0,1.87,-0.53,-1.12,2.97
1030,2015-04-14,208.57,207.46,209.49,205.5,3015521,0.0,1.9,-1.11,-2.32,2.39
1031,2015-04-15,207.46,207.83,209.59,206.6,1896404,0.0,1.44,0.18,0.37,1.5
1032,2015-04-16,207.7,206.7,209.17,206.29,1616692,0.0,1.39,-0.54,-1.13,1.28
1033,2015-04-17,204.99,206.79,206.88,203.5,2449415,0.0,1.64,0.04,0.09,1.94
1034,2015-04-20,206.78,205.27,207.85,203.85,2551718,0.0,1.93,-0.74,-1.52,2.02
1035,2015-04-21,205.8,209.41,210.75,204.31,3414551,0.0,3.14,2.02,4.14,2.7
1036,2015-04-22,212.5,219.38,221.88,211.69,7835744,0.0,4.87,4.76,9.97,6.2
1037,2015-04-23,218.27,218.6,221.48,217.15,4406083,0.0,1.97,-0.36,-0.78,3.49
1038,2015-04-24,220.5,218.42,220.8,218.01,2411026,0.0,1.28,-0.08,-0.18,1.91
1039,2015-04-27,222.56,231.55,238.75,222.0,11650179,0.0,7.67,6.01,13.13,9.22
1040,2015-04-28,234.75,230.48,235.5,228.03,6068308,0.0,3.23,-0.46,-1.07,4.8
1041,2015-04-29,230.05,232.45,234.97,227.63,3928693,0.0,3.18,0.85,1.97,3.11
1042,2015-04-30,230.39,226.05,232.89,225.17,3877382,0.0,3.32,-2.75,-6.4,3.07
1043,2015-05-01,229.94,225.96,231.77,220.4,5256679,0.0,5.03,-0.04,-0.09,4.16
1044,2015-05-04,228.18,230.62,234.73,227.11,4425466,0.0,3.37,2.06,4.66,3.5
1045,2015-05-05,237.76,232.86,239.5,229.13,5771886,0.0,4.5,0.97,2.24,4.57
1046,2015-05-06,234.1,230.43,234.47,228.2,4106368,0.0,2.69,-1.04,-2.43,3.25
1047,2015-05-07,221.0,236.8,237.48,220.25,9429855,0.0,7.48,2.76,6.37,7.46
1048,2015-05-08,235.99,236.67,238.41,233.7,4656193,0.0,1.99,-0.05,-0.13,3.68
1049,2015-05-11,236.29,239.49,242.88,235.31,5650021,0.0,3.2,1.19,2.82,4.47
1050,2015-05-12,240.11,244.74,246.35,238.19,6308212,0.0,3.41,2.19,5.25,4.99
1051,2015-05-13,247.61,243.18,248.3,242.25,5391878,0.0,2.47,-0.64,-1.56,4.27
1052,2015-05-14,244.82,244.1,244.89,241.25,2839009,0.0,1.5,0.38,0.92,2.25
1053,2015-05-15,243.93,248.84,249.4,242.5,4517929,0.0,2.83,1.94,4.74,3.57
1054,2015-05-18,247.0,248.75,249.9,246.0,3330458,0.0,1.57,-0.04,-0.09,2.63
1055,2015-05-19,248.43,247.14,251.0,246.15,3662046,0.0,1.95,-0.65,-1.61,2.9
1056,2015-05-20,247.13,244.35,247.74,241.37,3744838,0.0,2.58,-1.13,-2.79,2.96
1057,2015-05-21,243.03,245.62,246.62,242.35,1965832,0.0,1.75,0.52,1.27,1.56
1058,2015-05-22,245.38,247.73,248.6,245.01,2213995,0.0,1.46,0.86,2.11,1.75
1059,2015-05-26,247.68,247.45,252.0,246.5,3481157,0.0,2.22,-0.11,-0.28,2.75
1060,2015-05-27,248.51,247.43,249.5,245.55,3401267,0.0,1.6,-0.01,-0.02,2.69
1061,2015-05-28,247.03,251.45,251.8,245.05,3641083,0.0,2.73,1.62,4.02,2.88
1062,2015-05-29,251.0,250.68,252.86,249.43,3751223,0.0,1.36,-0.31,-0.77,2.97
1063,2015-06-01,251.41,249.45,251.6,247.47,2500957,0.0,1.65,-0.49,-1.23,1.98
1064,2015-06-02,248.92,248.35,249.4,246.3,2125744,0.0,1.24,-0.44,-1.1,1.68
1065,2015-06-03,248.2,248.99,250.72,247.01,1774350,0.0,1.49,0.26,0.64,1.4
1066,2015-06-04,247.5,245.92,249.3,245.71,2418974,0.0,1.44,-1.23,-3.07,1.91
1067,2015-06-05,246.0,249.14,249.7,245.68,3015833,0.0,1.63,1.31,3.22,2.39
1068,2015-06-08,250.85,256.29,258.75,250.31,4997655,0.0,3.39,2.87,7.15,3.95
1069,2015-06-09,255.4,256.0,257.74,254.14,2579552,0.0,1.4,-0.11,-0.29,2.04
1070,2015-06-10,251.9,250.7,254.0,248.5,3449873,0.0,2.15,-2.07,-5.3,2.73
1071,2015-06-11,253.26,251.44,254.37,250.43,2038211,0.0,1.57,0.3,0.74,1.61
1072,2015-06-12,250.21,250.69,253.46,250.21,1415058,0.0,1.29,-0.3,-0.75,1.12
1073,2015-06-15,249.7,250.38,251.28,246.01,2169499,0.0,2.1,-0.12,-0.31,1.72
1074,2015-06-16,250.13,253.12,253.44,249.09,1979208,0.0,1.74,1.09,2.74,1.57
1075,2015-06-17,252.17,260.41,264.36,252.02,5481742,0.0,4.88,2.88,7.29,4.34
1076,2015-06-18,262.0,261.9,263.46,260.02,2777793,0.0,1.32,0.57,1.49,2.2
1077,2015-06-19,262.4,262.27,263.8,260.1,2432546,0.0,1.41,0.14,0.37,1.92
1078,2015-06-22,262.15,259.79,264.4,255.69,4555525,0.0,3.32,-0.95,-2.48,3.6
1079,2015-06-23,260.32,267.67,268.0,258.57,3861223,0.0,3.63,3.03,7.88,3.05
1080,2015-06-24,266.98,265.17,267.35,263.72,2409082,0.0,1.36,-0.93,-2.5,1.91
1081,2015-06-25,266.45,268.79,271.41,265.25,2840989,0.0,2.32,1.37,3.62,2.25
1082,2015-06-26,268.89,267.09,269.11,266.0,3447133,0.0,1.16,-0.63,-1.7,2.73
1083,2015-06-29,261.95,262.07,265.95,260.7,3468500,0.0,1.97,-1.88,-5.02,2.74
1084,2015-06-30,264.8,268.27,270.92,264.0,3076288,0.0,2.64,2.37,6.2,2.42
1085,2015-07-01,271.11,269.14,272.62,267.85,2099404,0.0,1.78,0.32,0.87,1.65
1086,2015-07-02,280.19,280.01,282.45,273.31,7113904,0.0,3.4,4.04,10.87,5.6
1087,2015-07-06,278.88,279.71,281.69,276.3,4102123,0.0,1.92,-0.11,-0.3,3.23
1088,2015-07-07,275.0,267.96,275.2,260.77,6087329,0.0,5.16,-4.2,-11.75,4.79
1089,2015-07-08,259.32,254.96,260.8,254.31,6207153,0.0,2.42,-4.85,-13.0,4.88
1090,2015-07-09,259.08,257.92,262.95,256.79,3324933,0.0,2.42,1.16,2.96,2.62
1091,2015-07-10,262.22,259.05,263.0,257.82,2603011,0.0,2.01,0.44,1.13,2.05
1092,2015-07-13,262.25,262.16,262.55,256.05,2948814,0.0,2.51,1.2,3.11,2.32
1093,2015-07-14,262.1,265.7,265.99,260.51,1901890,0.0,2.09,1.35,3.54,1.5
1094,2015-07-15,266.74,263.14,267.49,262.08,1999642,0.0,2.04,-0.96,-2.56,1.57
1095,2015-07-16,264.22,266.66,267.2,263.16,1580448,0.0,1.54,1.34,3.52,1.24
1096,2015-07-17,272.5,274.62,275.54,268.25,4981460,0.0,2.73,2.99,7.96,3.92
1097,2015-07-20,275.0,282.26,286.65,272.54,4965149,0.0,5.14,2.78,7.64,3.91
1098,2015-07-21,270.05,266.77,273.5,266.55,6068460,0.0,2.46,-5.49,-15.49,4.77
1099,2015-07-22,261.27,267.87,269.44,260.86,3092060,0.0,3.22,0.41,1.1,2.43
1100,2015-07-23,269.65,267.2,269.9,265.27,2211681,0.0,1.73,-0.25,-0.67,1.74
1101,2015-07-24,267.38,265.37,271.09,263.92,2822837,0.0,2.68,-0.68,-1.83,2.22
1102,2015-07-27,262.43,253.01,264.43,250.79,4682437,0.0,5.14,-4.66,-12.36,3.68
1103,2015-07-28,255.75,264.82,265.4,251.83,3868030,0.0,5.36,4.67,11.81,3.04
1104,2015-07-29,264.27,263.82,267.89,262.0,2779623,0.0,2.22,-0.38,-1.0,2.19
1105,2015-07-30,262.69,266.79,266.94,262.11,2027057,0.0,1.83,1.13,2.97,1.59
1106,2015-07-31,267.6,266.15,269.36,265.12,2211789,0.0,1.59,-0.24,-0.64,1.74
1107,2015-08-03,266.29,259.99,266.71,257.07,2546025,0.0,3.62,-2.31,-6.16,2.0
1108,2015-08-04,260.01,266.28,266.72,258.34,2327848,0.0,3.22,2.42,6.29,1.83
1109,2015-08-05,263.58,270.13,271.0,260.4,4828750,0.0,3.98,1.45,3.85,3.8
1110,2015-08-06,249.54,246.13,255.0,236.12,14611397,0.0,6.99,-8.88,-24.0,11.49
1111,2015-08-07,243.58,242.5,243.73,238.39,5042931,0.0,2.17,-1.47,-3.63,3.97
1112,2015-08-10,238.15,241.14,242.97,236.05,4174084,0.0,2.85,-0.56,-1.36,3.28
1113,2015-08-11,237.15,237.37,239.3,234.44,4251905,0.0,2.02,-1.56,-3.77,3.34
1114,2015-08-12,235.0,238.17,239.77,232.74,3722379,0.0,2.96,0.34,0.8,2.93
1115,2015-08-13,239.86,242.51,246.48,239.12,4590165,0.0,3.09,1.82,4.34,3.61
1116,2015-08-14,247.24,243.15,247.93,241.77,4351577,0.0,2.54,0.26,0.64,3.42
1117,2015-08-17,255.56,255.02,256.59,250.51,7158027,0.0,2.5,4.88,11.87,5.63
1118,2015-08-18,255.38,260.72,260.95,253.56,4177576,0.0,2.9,2.24,5.7,3.29
1119,2015-08-19,260.33,255.25,260.65,255.02,3596014,0.0,2.16,-2.1,-5.47,2.83
1120,2015-08-20,252.06,242.27,254.56,241.9,4883457,0.0,4.96,-5.09,-12.98,3.84
1121,2015-08-21,236.0,230.77,243.8,230.51,6561164,0.0,5.49,-4.75,-11.5,5.16
1122,2015-08-24,202.79,218.96,231.4,195.0,9559720,0.0,15.77,-5.12,-11.81,7.52
1123,2015-08-25,230.52,220.03,230.9,219.12,4285627,0.0,5.38,0.49,1.07,3.37
1124,2015-08-26,227.93,224.84,228.0,215.51,4853980,0.0,5.68,2.19,4.81,3.82
1125,2015-08-27,231.0,242.99,244.75,230.81,7637540,0.0,6.2,8.07,18.15,6.01
1126,2015-08-28,241.86,248.39,251.45,241.57,5493834,0.0,4.07,2.22,5.4,4.32
1127,2015-08-31,245.62,248.98,254.95,245.51,4679626,0.0,3.8,0.24,0.59,3.68
1128,2015-09-01,240.34,238.63,246.0,236.97,5435577,0.0,3.63,-4.16,-10.35,4.28
1129,2015-09-02,245.3,247.69,247.88,239.78,4580928,0.0,3.39,3.8,9.06,3.6
1130,2015-09-03,252.06,245.57,252.08,245.0,4129417,0.0,2.86,-0.86,-2.12,3.25
1131,2015-09-04,240.89,241.93,244.09,238.2,3680562,0.0,2.4,-1.48,-3.64,2.89
1132,2015-09-08,245.05,248.17,249.16,244.05,3114983,0.0,2.11,2.58,6.24,2.45
1133,2015-09-09,252.05,248.91,254.25,248.3,3376095,0.0,2.4,0.3,0.74,2.66
1134,2015-09-10,247.23,248.38,250.72,245.33,2704967,0.0,2.17,-0.21,-0.53,2.13
1135,2015-09-11,247.64,250.24,250.24,244.73,2340489,0.0,2.22,0.75,1.86,1.84
1136,2015-09-14,251.1,253.19,254.25,249.67,2876747,0.0,1.83,1.18,2.95,2.26
1137,2015-09-15,252.75,253.57,254.6,249.5,2929051,0.0,2.01,0.15,0.38,2.3
1138,2015-09-16,253.04,262.25,262.88,252.88,4401741,0.0,3.94,3.42,8.68,3.46
